"kode_titik","kode","kode_kecamatan","kelurahan","created_at","updated_at"
"11.01.01.2001","1101012001","11.01.01","Keude Bakongan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.01.2002","1101012002","11.01.01","Ujong Mangki","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.01.2003","1101012003","11.01.01","Ujong Padang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.01.2004","1101012004","11.01.01","Gampong Drien","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.01.2015","1101012015","11.01.01","Darul Ikhsan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.01.2016","1101012016","11.01.01","Padang Beurahan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.01.2017","1101012017","11.01.01","Gampong Baro","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2001","1101022001","11.01.02","Fajar Harapan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2002","1101022002","11.01.02","Krueng Batee","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2003","1101022003","11.01.02","Pasi Kuala Asahan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2004","1101022004","11.01.02","Gunung Pulo","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2005","1101022005","11.01.02","Pulo Ie I","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2006","1101022006","11.01.02","Jambo Manyang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2007","1101022007","11.01.02","Simpang Empat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2008","1101022008","11.01.02","Limau Purut","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2009","1101022009","11.01.02","Pulo Kambing","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2010","1101022010","11.01.02","Kampung Paya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2011","1101022011","11.01.02","Krueng Batu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2012","1101022012","11.01.02","Krueng Kluet","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2013","1101022013","11.01.02","Alur Mas","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2014","1101022014","11.01.02","Kampung Tinggi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2015","1101022015","11.01.02","Ruak","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2016","1101022016","11.01.02","Simpang Lhee","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2017","1101022017","11.01.02","Suaq Geuringgeng","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2018","1101022018","11.01.02","Pasi Kuala Ba'u","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2019","1101022019","11.01.02","Kedai Padang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2020","1101022020","11.01.02","Kotafajar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.02.2021","1101022021","11.01.02","Gunung Pudung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2001","1101032001","11.01.03","Suaq Bakung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2002","1101032002","11.01.03","Rantau Binuang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2003","1101032003","11.01.03","Barat Daya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2004","1101032004","11.01.03","Sialang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2005","1101032005","11.01.03","Kapeh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2006","1101032006","11.01.03","Pulo Ie","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2007","1101032007","11.01.03","Kedai Runding","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2008","1101032008","11.01.03","Kedai Kandang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2009","1101032009","11.01.03","Gampong Luar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2010","1101032010","11.01.03","Ujung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2011","1101032011","11.01.03","Jua","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2012","1101032012","11.01.03","Pasi Meurapat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2013","1101032013","11.01.03","Ujung Pasir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2014","1101032014","11.01.03","Geulumbuk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2015","1101032015","11.01.03","Pasie Lembang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2016","1101032016","11.01.03","Ujung Padang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.03.2017","1101032017","11.01.03","Indra Damai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2001","1101042001","11.01.04","Bakau Hulu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2002","1101042002","11.01.04","Padang Bakau","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2003","1101042003","11.01.04","Manggis Harapan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2004","1101042004","11.01.04","Pasar Lama","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2005","1101042005","11.01.04","Apha","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2006","1101042006","11.01.04","Ujung Batu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2007","1101042007","11.01.04","Pawoh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2008","1101042008","11.01.04","Dalam","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2009","1101042009","11.01.04","Kota Palak","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2010","1101042010","11.01.04","Cacang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2011","1101042011","11.01.04","Tengah Pisang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2012","1101042012","11.01.04","Pisang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2013","1101042013","11.01.04","Hulu Pisang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2014","1101042014","11.01.04","Tengah Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2015","1101042015","11.01.04","Lembah Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.04.2016","1101042016","11.01.04","Padang Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2001","1101052001","11.01.05","Kuta Buloh II","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2002","1101052002","11.01.05","Kuta Buloh I","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2003","1101052003","11.01.05","Ie Dingen","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2004","1101052004","11.01.05","Drien Jalo","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2005","1101052005","11.01.05","Jambo Papeun","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2006","1101052006","11.01.05","Buket Meuh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2007","1101052007","11.01.05","Blang Kuala","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2008","1101052008","11.01.05","Rot Teungoh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2009","1101052009","11.01.05","Alue Baro","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2010","1101052010","11.01.05","Ladang Tuha","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2011","1101052011","11.01.05","Lhok Mamplam","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2012","1101052012","11.01.05","Arun Tunggai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2013","1101052013","11.01.05","Blang Teungoh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2014","1101052014","11.01.05","Blang Bladeh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2015","1101052015","11.01.05","Ie Buboh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2016","1101052016","11.01.05","Keude Meukek","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2017","1101052017","11.01.05","Kuta Baro","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2018","1101052018","11.01.05","Tanjung Harapan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2019","1101052019","11.01.05","Labuhan Tarok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2020","1101052020","11.01.05","Lhok Aman","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2021","1101052021","11.01.05","Alue Meutuah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2022","1101052022","11.01.05","Ladang Baro","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.05.2023","1101052023","11.01.05","Labuhan Tarok II","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2001","1101062001","11.01.06","Dalam","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2002","1101062002","11.01.06","Subarang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2003","1101062003","11.01.06","Kuta Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2004","1101062004","11.01.06","Gunung Ketek","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2005","1101062005","11.01.06","Ladang Panton Luas","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2006","1101062006","11.01.06","Madat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2007","1101062007","11.01.06","Alur Seumerah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2008","1101062008","11.01.06","Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2009","1101062009","11.01.06","Gunung Cut","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2010","1101062010","11.01.06","Alur Pinang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2011","1101062011","11.01.06","Kuta Blang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2012","1101062012","11.01.06","Batee Tunggai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2013","1101062013","11.01.06","Ujung Tanah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2014","1101062014","11.01.06","Ujung Kampung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2015","1101062015","11.01.06","Jilatang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2016","1101062016","11.01.06","Luar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2017","1101062017","11.01.06","Lubuk Layu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2018","1101062018","11.01.06","Suaq Hulu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2019","1101062019","11.01.06","Tampang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2020","1101062020","11.01.06","Payonan Gadang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2021","1101062021","11.01.06","Gadang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2022","1101062022","11.01.06","Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2023","1101062023","11.01.06","Ladang Kasik Putih","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2024","1101062024","11.01.06","Air Sialang Hilir.","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2025","1101062025","11.01.06","Air Sialang Hulu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2026","1101062026","11.01.06","Air Sialang Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2027","1101062027","11.01.06","Balai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.06.2028","1101062028","11.01.06","Arafah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2001","1101072001","11.01.07","Sikulat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2002","1101072002","11.01.07","Sawang I","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2003","1101072003","11.01.07","Meuligo","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2004","1101072004","11.01.07","Lhok Pawoh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2005","1101072005","11.01.07","Sawang II","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2006","1101072006","11.01.07","Ujung Karang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2007","1101072007","11.01.07","Trieng Meuduro Baroh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2008","1101072008","11.01.07","Trieng Meuduro Tunong","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2009","1101072009","11.01.07","Panton Luas","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2010","1101072010","11.01.07","Simpang Tiga","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2011","1101072011","11.01.07","Kuta Baro","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2012","1101072012","11.01.07","Blang Geulinggang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2013","1101072013","11.01.07","Mutiara","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2014","1101072014","11.01.07","Ujung Padang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.07.2015","1101072015","11.01.07","Sawang Ba'u","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2001","1101082001","11.01.08","Lhok Keutapang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2002","1101082002","11.01.08","Hilir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2003","1101082003","11.01.08","Padang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2004","1101082004","11.01.08","Hulu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2005","1101082005","11.01.08","Jambo Apha","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2006","1101082006","11.01.08","Tepi Air","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2007","1101082007","11.01.08","Pasar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2008","1101082008","11.01.08","Lhok Bengkuang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2009","1101082009","11.01.08","Panton Luas","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2010","1101082010","11.01.08","Gunung Kerambil","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2011","1101082011","11.01.08","Air Berudang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2012","1101082012","11.01.08","Batu Itam","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2013","1101082013","11.01.08","Panjupian","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2014","1101082014","11.01.08","Lhok Rukam","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2015","1101082015","11.01.08","Air Pinang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.08.2016","1101082016","11.01.08","Lhok Bengkuang Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.09.2001","1101092001","11.01.09","Keude Trumon","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.09.2002","1101092002","11.01.09","Ujong Tanoh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.09.2003","1101092003","11.01.09","Sigleng","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.09.2004","1101092004","11.01.09","Ie Meudama","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.09.2005","1101092005","11.01.09","Tuepin Tinggi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.09.2006","1101092006","11.01.09","Kuta Baro","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.09.2007","1101092007","11.01.09","Panton Bilie","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.09.2012","1101092012","11.01.09","Kuta Padang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.09.2013","1101092013","11.01.09","Raket","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.09.2014","1101092014","11.01.09","Gampong Teungoh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.09.2015","1101092015","11.01.09","Seuneubok Jaya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.09.2016","1101092016","11.01.09","Padang Harapan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2001","1101102001","11.01.10","Ladang Teungoh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2002","1101102002","11.01.10","Pucok Krueng","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2003","1101102003","11.01.10","Silolo","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2004","1101102004","11.01.10","Kampung Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2005","1101102005","11.01.10","Panton Bili","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2006","1101102006","11.01.10","Paya Ateuk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2007","1101102007","11.01.10","Ladang Tuha","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2008","1101102008","11.01.10","Mata Ie","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2009","1101102009","11.01.10","Ujong Batee","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2010","1101102010","11.01.10","Lhok Sialang Cut","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2011","1101102011","11.01.10","Seuneubok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2012","1101102012","11.01.10","Ie Mirah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2013","1101102013","11.01.10","Pasie Rasian","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2014","1101102014","11.01.10","Ujung Padang Rasian","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2015","1101102015","11.01.10","Krueng Kalee","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2016","1101102016","11.01.10","Lhok Sialang Rayeuk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2017","1101102017","11.01.10","Gampong Baro","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2018","1101102018","11.01.10","Teupin Gajah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2019","1101102019","11.01.10","Ujung Padang Asahan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2020","1101102020","11.01.10","Pulo Ie II","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.10.2021","1101102021","11.01.10","Pante Raja","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.11.2001","1101112001","11.01.11","Tengah Peulumat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.11.2002","1101112002","11.01.11","Paya Peulumat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.11.2003","1101112003","11.01.11","Padang Peulumat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.11.2004","1101112004","11.01.11","Aur Peulumat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.11.2005","1101112005","11.01.11","Limau Saring","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.11.2006","1101112006","11.01.11","Beutong","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.11.2007","1101112007","11.01.11","Peuneulop","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.11.2008","1101112008","11.01.11","Gunung Rotan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.11.2009","1101112009","11.01.11","Keumumu Hilir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.11.2010","1101112010","11.01.11","Keumumu Hulu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.11.2011","1101112011","11.01.11","Keumumu Seberang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.11.2012","1101112012","11.01.11","Sawang Indah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2001","1101122001","11.01.12","Tutong","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2002","1101122002","11.01.12","Teungoh Iboh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2003","1101122003","11.01.12","Peulokan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2004","1101122004","11.01.12","Kuta Iboh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2005","1101122005","11.01.12","Ujung Padang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2006","1101122006","11.01.12","Blang Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2007","1101122007","11.01.12","Blang Poroh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2008","1101122008","11.01.12","Pulo Ie","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2009","1101122009","11.01.12","Suak Lokan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2010","1101122010","11.01.12","Iku Lhueng","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2011","1101122011","11.01.12","Kuta Trieng","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2012","1101122012","11.01.12","Pante Geulima","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2013","1101122013","11.01.12","Panton Pawoh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2014","1101122014","11.01.12","Batee Meucanang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.12.2015","1101122015","11.01.12","Panton Rubek","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.13.2001","1101132001","11.01.13","Koto","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.13.2002","1101132002","11.01.13","Alur Keujrun","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.13.2003","1101132003","11.01.13","Jambo Papan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.13.2004","1101132004","11.01.13","Malaka","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.13.2005","1101132005","11.01.13","Koto Indarung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.13.2006","1101132006","11.01.13","Siurai-Urai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.13.2007","1101132007","11.01.13","Kampung Sawah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
