"kode_titik","kode","kode_kecamatan","kelurahan","created_at","updated_at"
"35.28.06.2009","3528062009","35.28.06","Kacok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.06.2010","3528062010","35.28.06","Rombuh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.06.2011","3528062011","35.28.06","Palengaan Laok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.06.2012","3528062012","35.28.06","Palengaan Dajah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.07.2001","3528072001","35.28.07","Plakpak","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.07.2002","3528072002","35.28.07","Palesanggar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.07.2003","3528072003","35.28.07","Pegantenan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.07.2004","3528072004","35.28.07","Bulangan Branta","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.07.2005","3528072005","35.28.07","Bulangan Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.07.2006","3528072006","35.28.07","Bulangan Haji","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.07.2007","3528072007","35.28.07","Tlagah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.07.2008","3528072008","35.28.07","Bulangan Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.07.2009","3528072009","35.28.07","Tebul Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.07.2010","3528072010","35.28.07","Tebul Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.07.2011","3528072011","35.28.07","Ambender","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.07.2012","3528072012","35.28.07","Pasanggar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.07.2013","3528072013","35.28.07","Tanjung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.08.2001","3528082001","35.28.08","Peltong","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.08.2002","3528082002","35.28.08","Blumbungan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.08.2003","3528082003","35.28.08","Trasak","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.08.2004","3528082004","35.28.08","Tentenan Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.08.2005","3528082005","35.28.08","Tentenan Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.08.2006","3528082006","35.28.08","Grujugan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.08.2007","3528082007","35.28.08","Larangan Luar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.08.2008","3528082008","35.28.08","Larangan Dalam","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.08.2009","3528082009","35.28.08","Panaguan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.08.2010","3528082010","35.28.08","Montok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.08.2011","3528082011","35.28.08","Taraban","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.08.2012","3528082012","35.28.08","Duko Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.08.2013","3528082013","35.28.08","Lancar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.08.2014","3528082014","35.28.08","Kaduara Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.09.2001","3528092001","35.28.09","Bicorong","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.09.2002","3528092002","35.28.09","Klompang Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.09.2003","3528092003","35.28.09","Klompang Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.09.2004","3528092004","35.28.09","Cenlecen","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.09.2005","3528092005","35.28.09","Bajang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.09.2006","3528092006","35.28.09","Banban","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.09.2007","3528092007","35.28.09","Somalang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.09.2008","3528092008","35.28.09","Palalang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.09.2009","3528092009","35.28.09","Seddur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.09.2010","3528092010","35.28.09","Pakong","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.09.2011","3528092011","35.28.09","Bandungan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.09.2012","3528092012","35.28.09","Lebbek","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.10.2001","3528102001","35.28.10","Bajur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.10.2002","3528102002","35.28.10","Sumber Waru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.10.2003","3528102003","35.28.10","Tampojung Pregih","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.10.2004","3528102004","35.28.10","Tampojung Guwa","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.10.2005","3528102005","35.28.10","Tampojung Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.10.2006","3528102006","35.28.10","Tampojung Tenggina","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.10.2007","3528102007","35.28.10","Ragang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.10.2008","3528102008","35.28.10","Sana Laok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.10.2009","3528102009","35.28.10","Waru Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.10.2010","3528102010","35.28.10","Waru Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.10.2011","3528102011","35.28.10","Tlonto Ares","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.10.2012","3528102012","35.28.10","Tagangser Laok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.11.2001","3528112001","35.28.11","Bujur Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.11.2002","3528112002","35.28.11","Pangereman","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.11.2003","3528112003","35.28.11","Bangserreh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.11.2004","3528112004","35.28.11","Lesong Laok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.11.2005","3528112005","35.28.11","Ponjanan Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.11.2006","3528112006","35.28.11","Ponjanan Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.11.2007","3528112007","35.28.11","Kapong","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.11.2008","3528112008","35.28.11","Lesong Daja","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.11.2009","3528112009","35.28.11","Batu Bintang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.11.2010","3528112010","35.28.11","Blaban","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.11.2011","3528112011","35.28.11","Tamberu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.11.2012","3528112012","35.28.11","Bujur Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.11.2013","3528112013","35.28.11","Bujur Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.12.2001","3528122001","35.28.12","Pamaroh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.12.2002","3528122002","35.28.12","Pamoroh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.12.2003","3528122003","35.28.12","Sokolelah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.12.2004","3528122004","35.28.12","Gagah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.12.2005","3528122005","35.28.12","Kertagena Laok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.12.2006","3528122006","35.28.12","Kertagena Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.12.2007","3528122007","35.28.12","Bungbaruh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.12.2008","3528122008","35.28.12","Kadur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.12.2009","3528122009","35.28.12","Bangkes","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.12.2010","3528122010","35.28.12","Kertagena Dajah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.13.2001","3528132001","35.28.13","Sana Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.13.2002","3528132002","35.28.13","Sana Dajah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.13.2003","3528132003","35.28.13","Tagangser Dajah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.13.2004","3528132004","35.28.13","Sotabar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.13.2005","3528132005","35.28.13","Tlonto Raja","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.13.2006","3528132006","35.28.13","Dempo Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.13.2007","3528132007","35.28.13","Dempo Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.13.2008","3528132008","35.28.13","Bindang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.28.13.2009","3528132009","35.28.13","Batukerbuy","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.1015","3529011015","35.29.01","Kepanjin","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.1016","3529011016","35.29.01","Pajagalan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.1017","3529011017","35.29.01","Bangselok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.1018","3529011018","35.29.01","Karangduak","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.2005","3529012005","35.29.01","Kolor","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.2006","3529012006","35.29.01","Pabian","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.2007","3529012007","35.29.01","Marengan Daya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.2008","3529012008","35.29.01","Kacongan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.2009","3529012009","35.29.01","Paberasan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.2010","3529012010","35.29.01","Parsanga","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.2011","3529012011","35.29.01","Bangkal","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.2012","3529012012","35.29.01","Kebunan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.2013","3529012013","35.29.01","Pamolokan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.2014","3529012014","35.29.01","Pangarangan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.2019","3529012019","35.29.01","Pandian","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.01.2020","3529012020","35.29.01","Kebunagung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.02.2001","3529022001","35.29.02","Pinggirpapas","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.02.2002","3529022002","35.29.02","Karanganyar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.02.2003","3529022003","35.29.02","Marengan Laok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.02.2004","3529022004","35.29.02","Kertasada","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.02.2005","3529022005","35.29.02","Kalimook","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.02.2006","3529022006","35.29.02","Kalianget Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.02.2007","3529022007","35.29.02","Kalianget Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.03.2001","3529032001","35.29.03","Kasengan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.03.2002","3529032002","35.29.03","Lalangon","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.03.2003","3529032003","35.29.03","Tenonan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.03.2004","3529032004","35.29.03","Lanjuk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.03.2005","3529032005","35.29.03","Gadding","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.03.2006","3529032006","35.29.03","Giring","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.03.2007","3529032007","35.29.03","Gunung Kembar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.03.2008","3529032008","35.29.03","Jaba'an","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.03.2009","3529032009","35.29.03","Manding Laok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.03.2010","3529032010","35.29.03","Manding Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.03.2011","3529032011","35.29.03","Manding Daya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.04.2001","3529042001","35.29.04","Talango","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.04.2002","3529042002","35.29.04","Padike","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.04.2003","3529042003","35.29.04","Cabbiya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.04.2004","3529042004","35.29.04","Essang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.04.2005","3529042005","35.29.04","Kombang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.04.2006","3529042006","35.29.04","Poteran","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.04.2007","3529042007","35.29.04","Palasa","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.04.2008","3529042008","35.29.04","Gapurana","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2001","3529052001","35.29.05","Guluk Manjung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2002","3529052002","35.29.05","Kapedi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2003","3529052003","35.29.05","Pakandangan Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2004","3529052004","35.29.05","Pakandangan Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2005","3529052005","35.29.05","Pakandangan Sangra","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2006","3529052006","35.29.05","Aeng Dake","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2007","3529052007","35.29.05","Aeng Baja Kenek","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2008","3529052008","35.29.05","Bluto","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2009","3529052009","35.29.05","Lobuk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2010","3529052010","35.29.05","Bumbungan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2011","3529052011","35.29.05","Masaran","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2012","3529052012","35.29.05","Palongan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2013","3529052013","35.29.05","Aeng Baja Raja","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2014","3529052014","35.29.05","Karang Campaka","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2015","3529052015","35.29.05","Sera Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2016","3529052016","35.29.05","Sera Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2017","3529052017","35.29.05","Sera Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2018","3529052018","35.29.05","Gingging","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2019","3529052019","35.29.05","Errabu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.05.2020","3529052020","35.29.05","Gilang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.06.2001","3529062001","35.29.06","Pagar Batu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.06.2002","3529062002","35.29.06","Tanjung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.06.2003","3529062003","35.29.06","Kebundadap Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.06.2004","3529062004","35.29.06","Langsar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.06.2005","3529062005","35.29.06","Kebundadap Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.06.2006","3529062006","35.29.06","Saroka","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.06.2007","3529062007","35.29.06","Tanamerah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.06.2008","3529062008","35.29.06","Nambakor","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.06.2009","3529062009","35.29.06","Saronggi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.06.2010","3529062010","35.29.06","Moangan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.06.2011","3529062011","35.29.06","Juluk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.06.2012","3529062012","35.29.06","Aengtongtong","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.06.2013","3529062013","35.29.06","Talang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.06.2014","3529062014","35.29.06","Kambingan Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2001","3529072001","35.29.07","Moncek Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2002","3529072002","35.29.07","Moncek Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2003","3529072003","35.29.07","Moncek Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2004","3529072004","35.29.07","Banaresep Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2005","3529072005","35.29.07","Tarogan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2006","3529072006","35.29.07","Kambingan Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2007","3529072007","35.29.07","Poreh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2008","3529072008","35.29.07","Lenteng Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2009","3529072009","35.29.07","Lembung Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2010","3529072010","35.29.07","Lenteng Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2011","3529072011","35.29.07","Banaresep Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2012","3529072012","35.29.07","Billapora Rebba","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2013","3529072013","35.29.07","Lembung Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2014","3529072014","35.29.07","Ellak Laok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2015","3529072015","35.29.07","Ellak Daya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2016","3529072016","35.29.07","Daramista","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2017","3529072017","35.29.07","Jambu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2018","3529072018","35.29.07","Cangkreng","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2019","3529072019","35.29.07","Meddelan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.07.2020","3529072020","35.29.07","Sendir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.08.2001","3529082001","35.29.08","Galis","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.08.2002","3529082002","35.29.08","Gedugan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.08.2003","3529082003","35.29.08","Bringsang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.08.2004","3529082004","35.29.08","Aenganyar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.08.2005","3529082005","35.29.08","Lombang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.08.2006","3529082006","35.29.08","Jate","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.08.2007","3529082007","35.29.08","Banbaru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.08.2008","3529082008","35.29.08","Banmaleng","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.09.2001","3529092001","35.29.09","Bakeong","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.09.2002","3529092002","35.29.09","Payudan Dundang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.09.2003","3529092003","35.29.09","Pordapor","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.09.2004","3529092004","35.29.09","Guluk-guluk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.09.2005","3529092005","35.29.09","Ketawang Laok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.09.2006","3529092006","35.29.09","Pananggungan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.09.2007","3529092007","35.29.09","Bragung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.09.2008","3529092008","35.29.09","Tambuko","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.09.2009","3529092009","35.29.09","Payudan Nangger","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.09.2010","3529092010","35.29.09","Payudan Daleman","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.09.2011","3529092011","35.29.09","Payudan Karangsokon","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.09.2012","3529092012","35.29.09","Batuampar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.10.2001","3529102001","35.29.10","Bataal Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.10.2002","3529102002","35.29.10","Bataal Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.10.2003","3529102003","35.29.10","Rombiya Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.10.2004","3529102004","35.29.10","Rombiya Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.10.2005","3529102005","35.29.10","Talaga","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.10.2006","3529102006","35.29.10","Billapora Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.10.2007","3529102007","35.29.10","Billapora Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.10.2008","3529102008","35.29.10","Ganding","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.10.2009","3529102009","35.29.10","Gadu Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.10.2010","3529102010","35.29.10","Gadu Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"35.29.10.2011","3529102011","35.29.10","Ketawang Larangan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
