"kode_titik","kode","kode_provinsi","kabupaten_kota","singkatan","created_at","updated_at"
"63.02","6302","63","KAB. KOTABARU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"63.03","6303","63","KAB. BANJAR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"63.04","6304","63","KAB. BARITO KUALA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"63.05","6305","63","KAB. TAPIN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"63.06","6306","63","KAB. HULU SUNGAI SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"63.07","6307","63","KAB. HULU SUNGAI TENGAH","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"63.08","6308","63","KAB. HULU SUNGAI UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"63.09","6309","63","KAB. TABALONG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"63.10","6310","63","KAB. TANAH BUMBU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"63.11","6311","63","KAB. BALANGAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"63.71","6371","63","KOTA BANJARMASIN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"63.72","6372","63","KOTA BANJARBARU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"64.01","6401","64","KAB. PASER","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"64.02","6402","64","KAB. KUTAI KARTANEGARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"64.03","6403","64","KAB. BERAU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"64.07","6407","64","KAB. KUTAI BARAT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"64.08","6408","64","KAB. KUTAI TIMUR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"64.09","6409","64","KAB. PENAJAM PASER UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"64.11","6411","64","KAB. MAHAKAM ULU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"64.71","6471","64","KOTA BALIKPAPAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"64.72","6472","64","KOTA SAMARINDA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"64.74","6474","64","KOTA BONTANG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"65.01","6501","65","KAB. BULUNGAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"65.02","6502","65","KAB. MALINAU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"65.03","6503","65","KAB. NUNUKAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"65.04","6504","65","KAB. TANA TIDUNG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"65.71","6571","65","KOTA TARAKAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.01","7101","71","KAB. BOLAANG MONGONDOW","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.02","7102","71","KAB. MINAHASA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.03","7103","71","KAB. KEPULAUAN SANGIHE","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.04","7104","71","KAB. KEPULAUAN TALAUD","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.05","7105","71","KAB. MINAHASA SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.06","7106","71","KAB. MINAHASA UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.07","7107","71","KAB. MINAHASA TENGGARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.08","7108","71","KAB. BOLAANG MONGONDOW UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.09","7109","71","KAB. KEP. SIAU TAGULANDANG BIARO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.10","7110","71","KAB. BOLAANG MONGONDOW TIMUR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.11","7111","71","KAB. BOLAANG MONGONDOW SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.71","7171","71","KOTA MANADO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.72","7172","71","KOTA BITUNG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.73","7173","71","KOTA TOMOHON","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"71.74","7174","71","KOTA KOTAMOBAGU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"72.01","7201","72","KAB. BANGGAI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"72.02","7202","72","KAB. POSO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"72.03","7203","72","KAB. DONGGALA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"72.04","7204","72","KAB. TOLI TOLI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"72.05","7205","72","KAB. BUOL","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"72.06","7206","72","KAB. MOROWALI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"72.07","7207","72","KAB. BANGGAI KEPULAUAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"72.08","7208","72","KAB. PARIGI MOUTONG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"72.09","7209","72","KAB. TOJO UNA UNA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"72.10","7210","72","KAB. SIGI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"72.11","7211","72","KAB. BANGGAI LAUT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"72.12","7212","72","KAB. MOROWALI UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"72.71","7271","72","KOTA PALU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.01","7301","73","KAB. KEPULAUAN SELAYAR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.02","7302","73","KAB. BULUKUMBA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.03","7303","73","KAB. BANTAENG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.04","7304","73","KAB. JENEPONTO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.05","7305","73","KAB. TAKALAR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.06","7306","73","KAB. GOWA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.07","7307","73","KAB. SINJAI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.08","7308","73","KAB. BONE","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.09","7309","73","KAB. MAROS","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.10","7310","73","KAB. PANGKAJENE KEPULAUAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.11","7311","73","KAB. BARRU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.12","7312","73","KAB. SOPPENG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.13","7313","73","KAB. WAJO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.14","7314","73","KAB. SIDENRENG RAPPANG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.15","7315","73","KAB. PINRANG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.16","7316","73","KAB. ENREKANG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.17","7317","73","KAB. LUWU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.18","7318","73","KAB. TANA TORAJA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.22","7322","73","KAB. LUWU UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.24","7324","73","KAB. LUWU TIMUR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.26","7326","73","KAB. TORAJA UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.71","7371","73","KOTA MAKASSAR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.72","7372","73","KOTA PARE PARE","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"73.73","7373","73","KOTA PALOPO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.01","7401","74","KAB. KOLAKA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.02","7402","74","KAB. KONAWE","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.03","7403","74","KAB. MUNA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.04","7404","74","KAB. BUTON","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.05","7405","74","KAB. KONAWE SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.06","7406","74","KAB. BOMBANA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.07","7407","74","KAB. WAKATOBI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.08","7408","74","KAB. KOLAKA UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.09","7409","74","KAB. KONAWE UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.10","7410","74","KAB. BUTON UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.11","7411","74","KAB. KOLAKA TIMUR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.12","7412","74","KAB. KONAWE KEPULAUAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.13","7413","74","KAB. MUNA BARAT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.14","7414","74","KAB. BUTON TENGAH","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.15","7415","74","KAB. BUTON SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.71","7471","74","KOTA KENDARI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"74.72","7472","74","KOTA BAU BAU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"75.01","7501","75","KAB. GORONTALO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"75.02","7502","75","KAB. BOALEMO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"75.03","7503","75","KAB. BONE BOLANGO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"75.04","7504","75","KAB. PAHUWATO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"75.05","7505","75","KAB. GORONTALO UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"75.71","7571","75","KOTA GORONTALO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"76.01","7601","76","KAB. PASANGKAYU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"76.02","7602","76","KAB. MAMUJU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"76.03","7603","76","KAB. MAMASA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"76.04","7604","76","KAB. POLEWALI MANDAR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"76.05","7605","76","KAB. MAJENE","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"76.06","7606","76","KAB. MAMUJU TENGAH","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"81.01","8101","81","KAB. MALUKU TENGAH","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"81.02","8102","81","KAB. MALUKU TENGGARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"81.03","8103","81","KAB. KEPULAUAN TANIMBAR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"81.04","8104","81","KAB. BURU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"81.05","8105","81","KAB. SERAM BAGIAN TIMUR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"81.06","8106","81","KAB. SERAM BAGIAN BARAT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"81.07","8107","81","KAB. KEPULAUAN ARU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"81.08","8108","81","KAB. MALUKU BARAT DAYA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"81.09","8109","81","KAB. BURU SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"81.71","8171","81","KOTA AMBON","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"81.72","8172","81","KOTA TUAL","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"82.01","8201","82","KAB. HALMAHERA BARAT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"82.02","8202","82","KAB. HALMAHERA TENGAH","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"82.03","8203","82","KAB. HALMAHERA UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"82.04","8204","82","KAB. HALMAHERA SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"82.05","8205","82","KAB. KEPULAUAN SULA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"82.06","8206","82","KAB. HALMAHERA TIMUR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"82.07","8207","82","KAB. PULAU MOROTAI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"82.08","8208","82","KAB. PULAU TALIABU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"82.71","8271","82","KOTA TERNATE","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"82.72","8272","82","KOTA TIDORE KEPULAUAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"91.03","9103","91","KAB. JAYAPURA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"91.05","9105","91","KAB. KEPULAUAN YAPEN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"91.06","9106","91","KAB. BIAK NUMFOR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"91.10","9110","91","KAB. SARMI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"91.11","9111","91","KAB. KEEROM","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"91.15","9115","91","KAB. WAROPEN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"91.19","9119","91","KAB. SUPIORI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"91.20","9120","91","KAB. MAMBERAMO RAYA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"91.71","9171","91","KOTA JAYAPURA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"92.01","9201","92","KAB. SORONG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"92.02","9202","92","KAB. MANOKWARI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"92.03","9203","92","KAB. FAK FAK","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"92.04","9204","92","KAB. SORONG SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"92.05","9205","92","KAB. RAJA AMPAT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"92.06","9206","92","KAB. TELUK BINTUNI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"92.07","9207","92","KAB. TELUK WONDAMA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"92.08","9208","92","KAB. KAIMANA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"92.09","9209","92","KAB. TAMBRAUW","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"92.10","9210","92","KAB. MAYBRAT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"92.11","9211","92","KAB. MANOKWARI SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"92.12","9212","92","KAB. PEGUNUNGAN ARFAK","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"92.71","9271","92","KOTA SORONG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"93.01","9301","93","KAB. MERAUKE","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"93.02","9302","93","KAB. BOVEN DIGOEL","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"93.03","9303","93","KAB. MAPPI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"93.04","9304","93","KAB. ASMAT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"94.01","9401","94","KAB. NABIRE","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"94.02","9402","94","KAB. PUNCAK JAYA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"94.03","9403","94","KAB. PANIAI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"94.04","9404","94","KAB. MIMIKA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"94.05","9405","94","KAB. PUNCAK","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"94.06","9406","94","KAB. DOGIYAI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"94.07","9407","94","KAB. INTAN JAYA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"94.08","9408","94","KAB. DEIYAI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"95.01","9501","95","KAB. JAYAWIJAYA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"95.02","9502","95","KAB. PEGUNUNGAN BINTANG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"95.03","9503","95","KAB. YAHUKIMO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"95.04","9504","95","KAB. TOLIKARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"95.05","9505","95","KAB. MAMBERAMO TENGAH","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"95.06","9506","95","KAB. YALIMO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"95.07","9507","95","KAB. LANNY JAYA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"95.08","9508","95","KAB. NDUGA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
