"kode_titik","kode","kode_provinsi","kabupaten_kota","singkatan","created_at","updated_at"
"11.01","1101","11","KAB. ACEH SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.02","1102","11","KAB. ACEH TENGGARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.03","1103","11","KAB. ACEH TIMUR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.04","1104","11","KAB. ACEH TENGAH","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.05","1105","11","KAB. ACEH BARAT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.06","1106","11","KAB. ACEH BESAR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.07","1107","11","KAB. PIDIE","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.08","1108","11","KAB. ACEH UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.09","1109","11","KAB. SIMEULUE","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.10","1110","11","KAB. ACEH SINGKIL","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.11","1111","11","KAB. BIREUEN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.12","1112","11","KAB. ACEH BARAT DAYA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.13","1113","11","KAB. GAYO LUES","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.14","1114","11","KAB. ACEH JAYA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.15","1115","11","KAB. NAGAN RAYA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.16","1116","11","KAB. ACEH TAMIANG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.17","1117","11","KAB. BENER MERIAH","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.18","1118","11","KAB. PIDIE JAYA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.71","1171","11","KOTA BANDA ACEH","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.72","1172","11","KOTA SABANG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.73","1173","11","KOTA LHOKSEUMAWE","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.74","1174","11","KOTA LANGSA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"11.75","1175","11","KOTA SUBULUSSALAM","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.01","1201","12","KAB. TAPANULI TENGAH","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.02","1202","12","KAB. TAPANULI UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.03","1203","12","KAB. TAPANULI SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.04","1204","12","KAB. NIAS","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.05","1205","12","KAB. LANGKAT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.06","1206","12","KAB. KARO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.07","1207","12","KAB. DELI SERDANG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.08","1208","12","KAB. SIMALUNGUN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.09","1209","12","KAB. ASAHAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.10","1210","12","KAB. LABUHANBATU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.11","1211","12","KAB. DAIRI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.12","1212","12","KAB. TOBA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.13","1213","12","KAB. MANDAILING NATAL","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.14","1214","12","KAB. NIAS SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.15","1215","12","KAB. PAKPAK BHARAT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.16","1216","12","KAB. HUMBANG HASUNDUTAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.17","1217","12","KAB. SAMOSIR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.18","1218","12","KAB. SERDANG BEDAGAI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.19","1219","12","KAB. BATU BARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.20","1220","12","KAB. PADANG LAWAS UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.21","1221","12","KAB. PADANG LAWAS","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.22","1222","12","KAB. LABUHANBATU SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.23","1223","12","KAB. LABUHANBATU UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.24","1224","12","KAB. NIAS UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.25","1225","12","KAB. NIAS BARAT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.71","1271","12","KOTA MEDAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.72","1272","12","KOTA PEMATANGSIANTAR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.73","1273","12","KOTA SIBOLGA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.74","1274","12","KOTA TANJUNG BALAI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.75","1275","12","KOTA BINJAI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.76","1276","12","KOTA TEBING TINGGI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.77","1277","12","KOTA PADANGSIDIMPUAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"12.78","1278","12","KOTA GUNUNGSITOLI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.01","1301","13","KAB. PESISIR SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.02","1302","13","KAB. SOLOK","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.03","1303","13","KAB. SIJUNJUNG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.04","1304","13","KAB. TANAH DATAR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.05","1305","13","KAB. PADANG PARIAMAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.06","1306","13","KAB. AGAM","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.07","1307","13","KAB. LIMA PULUH KOTA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.08","1308","13","KAB. PASAMAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.09","1309","13","KAB. KEPULAUAN MENTAWAI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.10","1310","13","KAB. DHARMASRAYA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.11","1311","13","KAB. SOLOK SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.12","1312","13","KAB. PASAMAN BARAT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.71","1371","13","KOTA PADANG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.72","1372","13","KOTA SOLOK","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.73","1373","13","KOTA SAWAHLUNTO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.74","1374","13","KOTA PADANG PANJANG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.75","1375","13","KOTA BUKITTINGGI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.76","1376","13","KOTA PAYAKUMBUH","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"13.77","1377","13","KOTA PARIAMAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"14.01","1401","14","KAB. KAMPAR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"14.02","1402","14","KAB. INDRAGIRI HULU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"14.03","1403","14","KAB. BENGKALIS","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"14.04","1404","14","KAB. INDRAGIRI HILIR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"14.05","1405","14","KAB. PELALAWAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"14.06","1406","14","KAB. ROKAN HULU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"14.07","1407","14","KAB. ROKAN HILIR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"14.08","1408","14","KAB. SIAK","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"14.09","1409","14","KAB. KUANTAN SINGINGI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"14.10","1410","14","KAB. KEPULAUAN MERANTI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"14.71","1471","14","KOTA PEKANBARU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"14.72","1472","14","KOTA DUMAI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"15.01","1501","15","KAB. KERINCI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"15.02","1502","15","KAB. MERANGIN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"15.03","1503","15","KAB. SAROLANGUN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"15.04","1504","15","KAB. BATANGHARI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"15.05","1505","15","KAB. MUARO JAMBI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"15.06","1506","15","KAB. TANJUNG JABUNG BARAT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"15.07","1507","15","KAB. TANJUNG JABUNG TIMUR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"15.08","1508","15","KAB. BUNGO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"15.09","1509","15","KAB. TEBO","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"15.71","1571","15","KOTA JAMBI","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"15.72","1572","15","KOTA SUNGAI PENUH","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"16.01","1601","16","KAB. OGAN KOMERING ULU","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"16.02","1602","16","KAB. OGAN KOMERING ILIR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"16.03","1603","16","KAB. MUARA ENIM","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"16.04","1604","16","KAB. LAHAT","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"16.05","1605","16","KAB. MUSI RAWAS","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"16.06","1606","16","KAB. MUSI BANYUASIN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"16.07","1607","16","KAB. BANYUASIN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"16.08","1608","16","KAB. OGAN KOMERING ULU TIMUR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"16.09","1609","16","KAB. OGAN KOMERING ULU SELATAN","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"16.10","1610","16","KAB. OGAN ILIR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"16.11","1611","16","KAB. EMPAT LAWANG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"16.12","1612","16","KAB. PENUKAL ABAB LEMATANG ILIR","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"16.13","1613","16","KAB. MUSI RAWAS UTARA","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
"16.71","1671","16","KOTA PALEMBANG","","2024-03-02 20:05:02.087034+07","2024-03-02 20:05:02.087034+07"
