"kode_titik","kode","kode_kabupaten","kecamatan","created_at","updated_at"
"13.05.04","130504 ","13.05","2 x 11 Enam Lingkuang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.05.05","130505 ","13.05","VII Koto Sungai Sarik","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.05.06","130506 ","13.05","V Koto Kampung Dalam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.05.07","130507 ","13.05","Sungai Garingging","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.05.08","130508 ","13.05","Sungai Limau","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.05.09","130509 ","13.05","IV Koto Aur Malintang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.05.10","130510 ","13.05","Ulakan Tapakih","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.05.11","130511 ","13.05","Sintuak Toboh Gadang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.05.12","130512 ","13.05","Padang Sago","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.05.13","130513 ","13.05","Batang Gasan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.05.14","130514 ","13.05","V Koto Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.05.15","130515 ","13.05","2 x 11 Kayu Tanam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.05.16","130516 ","13.05","Patamuan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.05.17","130517 ","13.05","Enam Lingkung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.01","130601 ","13.06","Tanjung Mutiara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.02","130602 ","13.06","Lubuk Basung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.03","130603 ","13.06","Tanjung Raya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.04","130604 ","13.06","Matur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.05","130605 ","13.06","IV Koto","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.06","130606 ","13.06","Banuhampu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.07","130607 ","13.06","Ampek Angkek","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.08","130608 ","13.06","Baso","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.09","130609 ","13.06","Tilatang Kamang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.10","130610 ","13.06","Palupuh","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.11","130611 ","13.06","Pelembayan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.12","130612 ","13.06","Sungai Pua","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.13","130613 ","13.06","Ampek Nagari","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.14","130614 ","13.06","Candung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.15","130615 ","13.06","Kamang Magek","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.06.16","130616 ","13.06","Malalak","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.07.01","130701 ","13.07","Suliki","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.07.02","130702 ","13.07","Guguak","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.07.03","130703 ","13.07","Payakumbuh","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.07.04","130704 ","13.07","Luak","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.07.05","130705 ","13.07","Harau","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.07.06","130706 ","13.07","Pangkalan Koto Baru","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.07.07","130707 ","13.07","Kapur IX","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.07.08","130708 ","13.07","Gunuang Omeh","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.07.09","130709 ","13.07","Lareh Sago Halaban","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.07.10","130710 ","13.07","Situjuah Limo Nagari","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.07.11","130711 ","13.07","Mungka","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.07.12","130712 ","13.07","Bukik Barisan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.07.13","130713 ","13.07","Akabiluru","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.08.04","130804 ","13.08","Bonjol","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.08.05","130805 ","13.08","Lubuk Sikaping","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.08.07","130807 ","13.08","Panti","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.08.08","130808 ","13.08","Mapat Tunggul","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.08.12","130812 ","13.08","Duo Koto","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.08.13","130813 ","13.08","Tigo Nagari","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.08.14","130814 ","13.08","Rao","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.08.15","130815 ","13.08","Mapat Tunggul Selatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.08.16","130816 ","13.08","Simpang Alahan Mati","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.08.17","130817 ","13.08","Padang Gelugur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.08.18","130818 ","13.08","Rao Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.08.19","130819 ","13.08","Rao Selatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.09.01","130901 ","13.09","Pagai Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.09.02","130902 ","13.09","Sipora Selatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.09.03","130903 ","13.09","Siberut Selatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.09.04","130904 ","13.09","Siberut Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.09.05","130905 ","13.09","Siberut Barat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.09.06","130906 ","13.09","Siberut Barat Daya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.09.07","130907 ","13.09","Siberut Tengah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.09.08","130908 ","13.09","Sipora Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.09.09","130909 ","13.09","Sikakap","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.09.10","130910 ","13.09","Pagai Selatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.10.01","131001 ","13.10","Koto Baru","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.10.02","131002 ","13.10","Pulau Punjung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.10.03","131003 ","13.10","Sungai Rumbai","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.10.04","131004 ","13.10","Sitiung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.10.05","131005 ","13.10","Sembilan Koto","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.10.06","131006 ","13.10","Timpeh","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.10.07","131007 ","13.10","Koto Salak","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.10.08","131008 ","13.10","Tiumang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.10.09","131009 ","13.10","Padang Laweh","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.10.10","131010 ","13.10","Asam Jujuhan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.10.11","131011 ","13.10","Koto Besar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.11.01","131101 ","13.11","Sangir","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.11.02","131102 ","13.11","Sungai Pagu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.11.03","131103 ","13.11","Koto Parik Gadang Diateh","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.11.04","131104 ","13.11","Sangir Jujuan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.11.05","131105 ","13.11","Sangir Batang Hari","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.11.06","131106 ","13.11","Pauh Duo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.11.07","131107 ","13.11","Sangir Balai Janggo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.12.01","131201 ","13.12","Sungaiberemas","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.12.02","131202 ","13.12","Lembah Melintang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.12.03","131203 ","13.12","Pasaman","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.12.04","131204 ","13.12","Talamau","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.12.05","131205 ","13.12","Kinali","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.12.06","131206 ","13.12","Gunungtuleh","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.12.07","131207 ","13.12","Ranah Batahan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.12.08","131208 ","13.12","Koto Balingka","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.12.09","131209 ","13.12","Sungaiaur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.12.10","131210 ","13.12","Luhak Nan Duo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.12.11","131211 ","13.12","Sasak Ranah Pesisir","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.71.01","137101 ","13.71","Padang Selatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.71.02","137102 ","13.71","Padang Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.71.03","137103 ","13.71","Padang Barat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.71.04","137104 ","13.71","Padang Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.71.05","137105 ","13.71","Bungus Teluk Kabung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.71.06","137106 ","13.71","Lubuk Begalung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.71.07","137107 ","13.71","Lubuk Kilangan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.71.08","137108 ","13.71","Pauh","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.71.09","137109 ","13.71","Kuranji","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.71.10","137110 ","13.71","Nanggalo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.71.11","137111 ","13.71","Koto Tangah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.72.01","137201 ","13.72","Lubuk Sikarah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.72.02","137202 ","13.72","Tanjung Harapan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.73.01","137301 ","13.73","Lembah Segar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.73.02","137302 ","13.73","Barangin","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.73.03","137303 ","13.73","Silungkang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.73.04","137304 ","13.73","Talawi","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.74.01","137401 ","13.74","Padang Panjang Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.74.02","137402 ","13.74","Padang Panjang Barat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.75.01","137501 ","13.75","Guguak Panjang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.75.02","137502 ","13.75","Mandiangin K. Selayan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.75.03","137503 ","13.75","Aur Birugo Tigo Baleh","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.76.01","137601 ","13.76","Payakumbuh Barat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.76.02","137602 ","13.76","Payakumbuh Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.76.03","137603 ","13.76","Payakumbuh Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.76.04","137604 ","13.76","Lamposi Tigo Nagori","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.76.05","137605 ","13.76","Payakumbuh Selatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.77.01","137701 ","13.77","Pariaman Tengah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.77.02","137702 ","13.77","Pariaman Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.77.03","137703 ","13.77","Pariaman Selatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"13.77.04","137704 ","13.77","Pariaman Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.01","140101 ","14.01","Bangkinang Kota","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.02","140102 ","14.01","Kampar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.03","140103 ","14.01","Tambang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.04","140104 ","14.01","XIII Koto Kampar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.05","140105 ","14.01","Kuok","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.06","140106 ","14.01","Siak Hulu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.07","140107 ","14.01","Kampar Kiri","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.08","140108 ","14.01","Kampar Kiri Hilir","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.09","140109 ","14.01","Kampar Kiri Hulu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.10","140110 ","14.01","Tapung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.11","140111 ","14.01","Tapung Hilir","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.12","140112 ","14.01","Tapung Hulu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.13","140113 ","14.01","Salo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.14","140114 ","14.01","Rumbio Jaya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.15","140115 ","14.01","Bangkinang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.16","140116 ","14.01","Perhentian Raja","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.17","140117 ","14.01","Kampa","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.18","140118 ","14.01","Kampar Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.19","140119 ","14.01","Kampar Kiri Tengah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.20","140120 ","14.01","Gunung Sahilan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.01.21","140121 ","14.01","Koto Kampar Hulu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.02.01","140201 ","14.02","Rengat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.02.02","140202 ","14.02","Rengat Barat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.02.03","140203 ","14.02","Kelayang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.02.04","140204 ","14.02","Pasir Penyu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.02.05","140205 ","14.02","Peranap","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.02.06","140206 ","14.02","Siberida","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.02.07","140207 ","14.02","Batang Cenaku","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.02.08","140208 ","14.02","Batang Gangsal","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.02.09","140209 ","14.02","Lirik","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.02.10","140210 ","14.02","Kuala Cenaku","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.02.11","140211 ","14.02","Sungai Lala","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.02.12","140212 ","14.02","Lubuk Batu Jaya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.02.13","140213 ","14.02","Rakit Kulim","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.02.14","140214 ","14.02","Batang Peranap","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.03.01","140301 ","14.03","Bengkalis","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.03.02","140302 ","14.03","Bantan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.03.03","140303 ","14.03","Bukit Batu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.03.09","140309 ","14.03","Mandau","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.03.10","140310 ","14.03","Rupat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.03.11","140311 ","14.03","Rupat Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.03.12","140312 ","14.03","Siak Kecil","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.03.13","140313 ","14.03","Pinggir","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.03.14","140314 ","14.03","Bandar Laksamana","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.03.15","140315 ","14.03","Talang Muandau","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.03.16","140316 ","14.03","Bathin Solapan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.01","140401 ","14.04","Reteh","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.02","140402 ","14.04","Enok","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.03","140403 ","14.04","Kuala Indragiri","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.04","140404 ","14.04","Tembilahan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.05","140405 ","14.04","Tempuling","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.06","140406 ","14.04","Gaung Anak Serka","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.07","140407 ","14.04","Mandah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.08","140408 ","14.04","Kateman","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.09","140409 ","14.04","Keritang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.10","140410 ","14.04","Tanah Merah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.11","140411 ","14.04","Batang Tuaka","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.12","140412 ","14.04","Gaung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.13","140413 ","14.04","Tembilahan Hulu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.14","140414 ","14.04","Kemuning","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.15","140415 ","14.04","Pelangiran","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.16","140416 ","14.04","Teluk Belengkong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.17","140417 ","14.04","Pulau Burung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.18","140418 ","14.04","Concong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.19","140419 ","14.04","Kempas","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.04.20","140420 ","14.04","Sungai Batang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.05.01","140501 ","14.05","Ukui","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.05.02","140502 ","14.05","Pangkalan Kerinci","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.05.03","140503 ","14.05","Pangkalan Kuras","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.05.04","140504 ","14.05","Pangkalan Lesung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.05.05","140505 ","14.05","Langgam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.05.06","140506 ","14.05","Pelalawan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.05.07","140507 ","14.05","Kerumutan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.05.08","140508 ","14.05","Bunut","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.05.09","140509 ","14.05","Teluk Meranti","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.05.10","140510 ","14.05","Kuala Kampar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.05.11","140511 ","14.05","Bandar Sei Kijang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.05.12","140512 ","14.05","Bandar Petalangan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.01","140601 ","14.06","Ujung Batu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.02","140602 ","14.06","Rokan IV Koto","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.03","140603 ","14.06","Rambah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.04","140604 ","14.06","Tambusai","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.05","140605 ","14.06","Kepenuhan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.06","140606 ","14.06","Kunto Darussalam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.07","140607 ","14.06","Rambah Samo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.08","140608 ","14.06","Rambah Hilir","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.09","140609 ","14.06","Tambusai Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.10","140610 ","14.06","Bangun Purba","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.11","140611 ","14.06","Tandun","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.12","140612 ","14.06","Kabun","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.13","140613 ","14.06","Bonai Darussalam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.14","140614 ","14.06","Pagaran Tapah Darussalam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.15","140615 ","14.06","Kepenuhan Hulu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.06.16","140616 ","14.06","Pendalian IV Koto","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.07.01","140701 ","14.07","Kubu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.07.02","140702 ","14.07","Bangko","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.07.03","140703 ","14.07","Tanah Putih","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.07.04","140704 ","14.07","Rimba Melintang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.07.05","140705 ","14.07","Bagan Sinembah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.07.06","140706 ","14.07","Pasir Limau Kapas","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.07.07","140707 ","14.07","Sinaboi","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"14.07.08","140708 ","14.07","Pujud","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
