"kode_titik","kode","kode_kabupaten","kecamatan","created_at","updated_at"
"11.01.01","110101 ","11.01","Bakongan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.02","110102 ","11.01","Kluet Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.03","110103 ","11.01","Kluet Selatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.04","110104 ","11.01","Labuhan Haji","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.05","110105 ","11.01","Meukek","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.06","110106 ","11.01","Samadua","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.07","110107 ","11.01","Sawang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.08","110108 ","11.01","Tapaktuan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.09","110109 ","11.01","Trumon","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.10","110110 ","11.01","Pasi Raja","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.11","110111 ","11.01","Labuhan Haji Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.12","110112 ","11.01","Labuhan Haji Barat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.13","110113 ","11.01","Kluet Tengah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.14","110114 ","11.01","Kluet Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.15","110115 ","11.01","Bakongan Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.16","110116 ","11.01","Trumon Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.17","110117 ","11.01","Kota Bahagia","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.01.18","110118 ","11.01","Trumon Tengah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.01","110201 ","11.02","Lawe Alas","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.02","110202 ","11.02","Lawe Sigala-Gala","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.03","110203 ","11.02","Bambel","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.04","110204 ","11.02","Babussalam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.05","110205 ","11.02","Badar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.06","110206 ","11.02","Babul Makmur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.07","110207 ","11.02","Darul Hasanah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.08","110208 ","11.02","Lawe Bulan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.09","110209 ","11.02","Bukit Tusam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.10","110210 ","11.02","Semadam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.11","110211 ","11.02","Babul Rahmah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.12","110212 ","11.02","Ketambe","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.13","110213 ","11.02","Deleng Pokhkisen","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.14","110214 ","11.02","Lawe Sumur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.15","110215 ","11.02","Tanoh Alas","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.02.16","110216 ","11.02","Leuser","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.01","110301 ","11.03","Darul Aman","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.02","110302 ","11.03","Julok","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.03","110303 ","11.03","Idi Rayeuk","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.04","110304 ","11.03","Birem Bayeun","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.05","110305 ","11.03","Serbajadi","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.06","110306 ","11.03","Nurussalam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.07","110307 ","11.03","Peureulak","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.08","110308 ","11.03","Rantau Selamat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.09","110309 ","11.03","Simpang Ulim","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.10","110310 ","11.03","Rantau Peureulak","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.11","110311 ","11.03","Pante Bidari","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.12","110312 ","11.03","Madat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.13","110313 ","11.03","Indra Makmu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.14","110314 ","11.03","Idi Tunong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.15","110315 ","11.03","Banda Alam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.16","110316 ","11.03","Peudawa","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.17","110317 ","11.03","Peureulak Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.18","110318 ","11.03","Peureulak Barat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.19","110319 ","11.03","Sungai Raya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.20","110320 ","11.03","Simpang Jernih","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.21","110321 ","11.03","Darul Ihsan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.22","110322 ","11.03","Darul Falah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.23","110323 ","11.03","Idi Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.03.24","110324 ","11.03","Peunaron","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.04.01","110401 ","11.04","Linge","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.04.02","110402 ","11.04","Silih Nara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.04.03","110403 ","11.04","Bebesen","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.04.07","110407 ","11.04","Pegasing","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.04.08","110408 ","11.04","Bintang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.04.10","110410 ","11.04","Ketol","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.04.11","110411 ","11.04","Kebayakan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.04.12","110412 ","11.04","Kute Panang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.04.13","110413 ","11.04","Celala","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.04.17","110417 ","11.04","Laut Tawar","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.04.18","110418 ","11.04","Atu Lintang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.04.19","110419 ","11.04","Jagong Jeget","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.04.20","110420 ","11.04","Bies","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.04.21","110421 ","11.04","Rusip Antara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.05.01","110501 ","11.05","Johan Pahwalan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.05.02","110502 ","11.05","Kaway XVI","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.05.03","110503 ","11.05","Sungai Mas","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.05.04","110504 ","11.05","Woyla","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.05.05","110505 ","11.05","Samatiga","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.05.06","110506 ","11.05","Bubon","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.05.07","110507 ","11.05","Arongan Lambalek","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.05.08","110508 ","11.05","Pante Ceureumen","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.05.09","110509 ","11.05","Meureubo","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.05.10","110510 ","11.05","Woyla Barat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.05.11","110511 ","11.05","Woyla Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.05.12","110512 ","11.05","Panton Reu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.01","110601 ","11.06","Lhoong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.02","110602 ","11.06","Lhoknga","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.03","110603 ","11.06","Indrapuri","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.04","110604 ","11.06","Seulimeum","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.05","110605 ","11.06","Montasik","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.06","110606 ","11.06","Sukamakmur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.07","110607 ","11.06","Darul Imarah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.08","110608 ","11.06","Peukan Bada","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.09","110609 ","11.06","Mesjid Raya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.10","110610 ","11.06","Ingin Jaya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.11","110611 ","11.06","Kuta Baro","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.12","110612 ","11.06","Darussalam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.13","110613 ","11.06","Pulo Aceh","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.14","110614 ","11.06","Lembah Seulawah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.15","110615 ","11.06","Kota Jantho","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.16","110616 ","11.06","Kota Cot Glie","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.17","110617 ","11.06","Kuta Malaka","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.18","110618 ","11.06","Simpang Tiga","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.19","110619 ","11.06","Darul Kamal","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.20","110620 ","11.06","Baitussalam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.21","110621 ","11.06","Krueng Barona Jaya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.22","110622 ","11.06","Leupung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.06.23","110623 ","11.06","Blang Bintang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.03","110703 ","11.07","Batee","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.04","110704 ","11.07","Delima","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.05","110705 ","11.07","Geumpang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.06","110706 ","11.07","Geulumpang Tiga","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.07","110707 ","11.07","Indra Jaya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.08","110708 ","11.07","Kembang Tanjong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.09","110709 ","11.07","Kota Sigli","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.11","110711 ","11.07","Mila","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.12","110712 ","11.07","Muara Tiga","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.13","110713 ","11.07","Mutiara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.14","110714 ","11.07","Padang Tiji","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.15","110715 ","11.07","Peukan Baro","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.16","110716 ","11.07","Pidie","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.17","110717 ","11.07","Sakti","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.18","110718 ","11.07","Simpang Tiga","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.19","110719 ","11.07","Tangse","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.21","110721 ","11.07","Tiro/Truseb","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.22","110722 ","11.07","Keumala","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.24","110724 ","11.07","Mutiara Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.25","110725 ","11.07","Grong-grong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.27","110727 ","11.07","Mane","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.29","110729 ","11.07","Glumpang Baro","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.07.31","110731 ","11.07","Titeue","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.01","110801 ","11.08","Baktiya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.02","110802 ","11.08","Dewantara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.03","110803 ","11.08","Kuta Makmur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.04","110804 ","11.08","Lhoksukon","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.05","110805 ","11.08","Matangkuli","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.06","110806 ","11.08","Muara Batu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.07","110807 ","11.08","Meurah Mulia","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.08","110808 ","11.08","Samudera","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.09","110809 ","11.08","Seunuddon","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.10","110810 ","11.08","Syamtalira Aron","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.11","110811 ","11.08","Syamtalira Bayu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.12","110812 ","11.08","Tanah Luas","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.13","110813 ","11.08","Tanah Pasir","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.14","110814 ","11.08","T. Jambo Aye","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.15","110815 ","11.08","Sawang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.16","110816 ","11.08","Nisam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.17","110817 ","11.08","Cot Girek","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.18","110818 ","11.08","Langkahan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.19","110819 ","11.08","Baktiya Barat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.20","110820 ","11.08","Paya Bakong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.21","110821 ","11.08","Nibong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.22","110822 ","11.08","Simpang Kramat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.23","110823 ","11.08","Lapang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.24","110824 ","11.08","Pirak Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.25","110825 ","11.08","Geuredong Pase","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.26","110826 ","11.08","Banda Baro","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.08.27","110827 ","11.08","Nisam Antara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.09.01","110901 ","11.09","Simeulue Tengah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.09.02","110902 ","11.09","Salang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.09.03","110903 ","11.09","Teupah Barat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.09.04","110904 ","11.09","Simeulue Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.09.05","110905 ","11.09","Teluk Dalam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.09.06","110906 ","11.09","Simeulue Barat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.09.07","110907 ","11.09","Teupah Selatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.09.08","110908 ","11.09","Alapan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.09.09","110909 ","11.09","Teupah Tengah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.09.10","110910 ","11.09","Simeulue Cut","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.10.01","111001 ","11.10","Pulau Banyak","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.10.02","111002 ","11.10","Simpang Kanan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.10.04","111004 ","11.10","Singkil","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.10.06","111006 ","11.10","Gunung Meriah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.10.09","111009 ","11.10","Kota Baharu","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.10.10","111010 ","11.10","Singkil Utara","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.10.11","111011 ","11.10","Danau Paris","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.10.12","111012 ","11.10","Suro Makmur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.10.13","111013 ","11.10","Singkohor","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.10.14","111014 ","11.10","Kuala Baru","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.10.16","111016 ","11.10","Pulau Banyak Barat","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.01","111101 ","11.11","Samalanga","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.02","111102 ","11.11","Jeunieb","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.03","111103 ","11.11","Peudada","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.04","111104 ","11.11","Jeumpa","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.05","111105 ","11.11","Peusangan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.06","111106 ","11.11","Makmur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.07","111107 ","11.11","Gandapura","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.08","111108 ","11.11","Pandrah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.09","111109 ","11.11","Juli","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.10","111110 ","11.11","Jangka","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.11","111111 ","11.11","Simpang Mamplam","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.12","111112 ","11.11","Peulimbang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.13","111113 ","11.11","Kota Juang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.14","111114 ","11.11","Kuala","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.15","111115 ","11.11","Peusangan Siblah Krueng","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.16","111116 ","11.11","Peusangan Selatan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.11.17","111117 ","11.11","Kuta Blang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.12.01","111201 ","11.12","Blang Pidie","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.12.02","111202 ","11.12","Tangan-Tangan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.12.03","111203 ","11.12","Manggeng","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.12.04","111204 ","11.12","Susoh","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.12.05","111205 ","11.12","Kuala Batee","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.12.06","111206 ","11.12","Babah Rot","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.12.07","111207 ","11.12","Setia","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.12.08","111208 ","11.12","Jeumpa","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.12.09","111209 ","11.12","Lembah Sabil","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.13.01","111301 ","11.13","Blangkejeren","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.13.02","111302 ","11.13","Kutapanjang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.13.03","111303 ","11.13","Rikit Gaib","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.13.04","111304 ","11.13","Terangun","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.13.05","111305 ","11.13","Pining","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.13.06","111306 ","11.13","Blangpegayon","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.13.07","111307 ","11.13","Puteri Betung","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.13.08","111308 ","11.13","Dabun Gelang","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.13.09","111309 ","11.13","Blangjerango","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.13.10","111310 ","11.13","Teripe Jaya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.13.11","111311 ","11.13","Pantan Cuaca","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.14.01","111401 ","11.14","Teunom","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.14.02","111402 ","11.14","Krueng Sabee","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.14.03","111403 ","11.14","Setia Bhakti","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.14.04","111404 ","11.14","Sampoiniet","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.14.05","111405 ","11.14","Jaya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.14.06","111406 ","11.14","Panga","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.14.07","111407 ","11.14","Indra Jaya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.14.08","111408 ","11.14","Darul Hikmah","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.14.09","111409 ","11.14","Pasie Raya","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.15.01","111501 ","11.15","Kuala","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.15.02","111502 ","11.15","Seunagan","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.15.03","111503 ","11.15","Seunagan Timur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.15.04","111504 ","11.15","Beutong","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.15.05","111505 ","11.15","Darul Makmur","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
"11.15.06","111506 ","11.15","Suka Makmue","2024-03-02 20:05:33.162788+07","2024-03-02 20:05:33.162788+07"
